"Question","Question_URL","Categories","Number_Ans_Official","Number_Foll","Number_View"
"Can an associate company of the 'A company' and a subsidiary company of the 'A company' be considered as a related party in the books of the associate company as per Ind-AS?","https://www.quora.com/unanswered/Can-an-associate-company-of-the-A-company-and-a-subsidiary-company-of-the-A-company-be-considered-as-a-related-party-in-the-books-of-the-associate-company-as-per-Ind-AS","The Institute of Chartered Accountants of India (ICAI), Accounting, Chartered Accountants (CA), Companies","0","1","243"
"Who earns more, geologists or chartered accountants?","https://www.quora.com/Who-earns-more-geologists-or-chartered-accountants","Geologists, Accountants, Geology, Accounting, Salaries for Specific Jobs and Careers, Chartered Accountants (CA), Salaries and Wages, Career Advice","2","2","308"
"What are the key components that need to be considered while completing an invoice pro forma?","https://www.quora.com/What-are-the-key-components-that-need-to-be-considered-while-completing-an-invoice-pro-forma","Invoice Template, Invoicing, Accounts Payable, Generally Accepted Accounting Principles, Invoicing Software, Invoices, Components, Accounting","1","1","90"
"How should the expense reimbursement (e.g. travel experience reimbursement) be accounted for? Is this a revenue?","https://www.quora.com/How-should-the-expense-reimbursement-e-g-travel-experience-reimbursement-be-accounted-for-Is-this-a-revenue","Traveling Expense, Reimbursement, Expenses, Financial Accounting, Revenue, Accounting","1","1","189"
"Are banker's guarantees in lieu of a security deposit recognised on the balance sheet of a company? What would be the accounting entries?","https://www.quora.com/Are-bankers-guarantees-in-lieu-of-a-security-deposit-recognised-on-the-balance-sheet-of-a-company-What-would-be-the-accounting-entries","Security Deposits, Balance Sheets, Accounting, Finance","3","1","221"
"How can I get admission to a master’s degree in any accounting programs in Europe?","https://www.quora.com/unanswered/How-can-I-get-admission-to-a-master-s-degree-in-any-accounting-programs-in-Europe","Masters in Accounting, Accounting, Europe, Master's Programs","0","1","215"
"How is the job situation for accounting graduates in New Zealand?","https://www.quora.com/unanswered/How-is-the-job-situation-for-accounting-graduates-in-New-Zealand","Jobs and Careers in New Zealand, Jobs and Careers in Accounting, Accountants, New Zealand, Accounting, Jobs and Careers","0","1","288"
"What are the standard minimums for a CPA in cryptocurrency?","https://www.quora.com/unanswered/What-are-the-standard-minimums-for-a-CPA-in-cryptocurrency","Cost Per Action (CPA), Trading in Cryptocurrency, Cryptocurrency Exchanges, Certified Public Accountants (CPA), Accountants, Accounting, Virtual Currencies, Bitcoin, Cryptocurrencies","0","2","213"
"Which accounting software is used in China?","https://www.quora.com/unanswered/Which-accounting-software-is-used-in-China","Accounting Software, Accounting, Software and Applications, China","0","1","288"
"Can an accounts receivable person also be called a financial accountant as well?","https://www.quora.com/Can-an-accounts-receivable-person-also-be-called-a-financial-accountant-as-well","Accounts Receivable Management, Accounts Receivable, Financial Accounting, Accountants, Accounting, Personal Finance, Finance","3","1","188"
"How can I go to the UK if I'm ACCA qualified from Pakistan?","https://www.quora.com/unanswered/How-can-I-go-to-the-UK-if-Im-ACCA-qualified-from-Pakistan","Association of Chartered Certified Accountants (ACCA), Accountants, Great Britain, Accounting, Chartered Accountants (CA), Pakistan, The United Kingdom, Jobs and Careers, Career Advice","0","2","443"
"How can invoices be paid if the bill of exchange doesn’t exist?","https://www.quora.com/unanswered/How-can-invoices-be-paid-if-the-bill-of-exchange-doesn-t-exist","Bill of Exchange, Billing, Invoices, Bills, Accounting","0","1","297"
"Should I pursue a CPA or an MBA in accounting?","https://www.quora.com/Should-I-pursue-a-CPA-or-an-MBA-in-accounting","Certified Public Accountants (CPA), Accounting, Master of Business Administration Degrees, Career Advice","1","0","463"
"How can you prepare a balance sheet of your assets and liabilities in life?","https://www.quora.com/How-can-you-prepare-a-balance-sheet-of-your-assets-and-liabilities-in-life","Liabilities (accounting), Financial Assets, Balance Sheets, Liability, Assets, Financial Accounting, Accounting, Personal Finance, Finance, Life and Living","3","1","211"
"What is the difference between FIFO, LIFO, and weighted average in inventory cost accounting?","https://www.quora.com/What-is-the-difference-between-FIFO-LIFO-and-weighted-average-in-inventory-cost-accounting","Last In, First Out, First In, First Out, Cost Accounting, Inventory Management, Accounting Software, Financial Accounting, Accountants, Accounting, Costs, Finance","2","1","183"
"What is a deferred tax in financial statements?","https://www.quora.com/What-is-a-deferred-tax-in-financial-statements","Personal Taxes, Financial Statements, Financial Accounting, Tax Law, Accounting, Income Taxes, Tax Policy, Taxes, Personal Finance, Finance","2","1","660"
"What is the ""Cash flow coverage ratio"" used in financial statement analysis?","https://www.quora.com/What-is-the-Cash-flow-coverage-ratio-used-in-financial-statement-analysis","Cash Flow Statements, Financial Analysis, Financial Statements, Cashflow, Analysis, Financial Accounting, Cash, Accounting, Finance, Investing","2","1","162"
"What are the ""cash flow ratios"" used in financial statement analysis?","https://www.quora.com/unanswered/What-are-the-cash-flow-ratios-used-in-financial-statement-analysis","Cash Flow Statements, Financial Analysis, Financial Statements, Cashflow, Analysis, Financial Accounting, Valuations (finance), Accounting, Finance, Investing","0","2","246"
"What are the ""Balance sheet ratios"" used in financial statement analysis?","https://www.quora.com/What-are-the-Balance-sheet-ratios-used-in-financial-statement-analysis","Financial Analysis, Financial Statements, Balance Sheets, Analysis, Financial Accounting, Accounting, Stocks (finance), Stock Markets, Finance, Investing","2","1","190"
"What are the ""valuation ratios"" used in financial statement analysis?","https://www.quora.com/What-are-the-valuation-ratios-used-in-financial-statement-analysis","Financial Ratios, Financial Analysis, Financial Statements, Startup and Private Valuations, Analysis, Financial Accounting, Valuations (finance), Accounting, Finance, Investing","1","2","124"
"What are the ""solvency ratios"" used in financial statement analysis?","https://www.quora.com/unanswered/What-are-the-solvency-ratios-used-in-financial-statement-analysis","Solvency, Financial Ratios, Generally Accepted Accounting Principles, Financial Analysis, Financial Statements, Corporate Finance, Analysis, Financial Accounting, Accounting, Finance","0","1","73"
"What are the ""Liquidity ratios"" used in financial statement analysis?","https://www.quora.com/What-are-the-Liquidity-ratios-used-in-financial-statement-analysis","Financial Ratios, Financial Analysis, Liquidity, Financial Statements, Cashflow, Analysis, Financial Accounting, Accounting, Finance, Investing","1","2","210"
"What are the ""profitability ratios"" used in financial statement analysis?","https://www.quora.com/unanswered/What-are-the-profitability-ratios-used-in-financial-statement-analysis","Ratio Analysis, Financial Analysis, Financial Statements, Analysis, Financial Accounting, Profitability, Accounting, Finance, Business, Investing","0","3","198"
"What is the ""coverage ratios"" used in financial statement analysis?","https://www.quora.com/unanswered/What-is-the-coverage-ratios-used-in-financial-statement-analysis","Ratio Analysis, Financial Ratios, Financial Analysis, Financial Statements, Ratios, Analysis, Financial Accounting, Accounting, Finance, Investing","0","1","202"
"What is the best possible course of action to find a remote QuickBooks online bookkeeping job?","https://www.quora.com/unanswered/What-is-the-best-possible-course-of-action-to-find-a-remote-QuickBooks-online-bookkeeping-job","Bookkeeping (accounting), QuickBooks Online (product), QuickBooks, Accounting Software, Accounting, Jobs and Careers","0","1","209"
"Why will capital loss transfer to a goodwill account?","https://www.quora.com/unanswered/Why-will-capital-loss-transfer-to-a-goodwill-account","Capital Losses, Goodwill (accounting), Goodwill Industries (organization), Capital Gains Tax, Capital (economics), Assets, Accounting, Finance","0","1","198"
"What are the essences of business law for accountants?","https://www.quora.com/What-are-the-essences-of-business-law-for-accountants","Business Law, Accountants, Accounting, Business","1","1","317"
"What will be the salary of a B.Com holder with 1 year of experience in accounting and finance?","https://www.quora.com/unanswered/What-will-be-the-salary-of-a-B-Com-holder-with-1-year-of-experience-in-accounting-and-finance","Financial Accounting, Bachelor of Commerce Degree Advice, Bachelor of Commerce Degrees, Accounting, Salaries for Specific Jobs and Careers, Salaries and Wages, Finance, Jobs and Careers, Career Advice","0","1","235"
"What are the MNC companies in Chennai that deal with Indian accounts?","https://www.quora.com/unanswered/What-are-the-MNC-companies-in-Chennai-that-deal-with-Indian-accounts","Multinational Corporations, Chennai, Tamil Nadu, India, Accounting, Taxes, Companies, India","0","2","596"
"What do I do when my payment at work is always late? I told the HR and accounting so many times, but it keeps happening.","https://www.quora.com/What-do-I-do-when-my-payment-at-work-is-always-late-I-told-the-HR-and-accounting-so-many-times-but-it-keeps-happening","Punctuality, Employers, Employees, Human Resources, Accounting, Payments, Work, Life Advice, Jobs and Careers, Career Advice","5","1","537"
"A balance sheet is a static statement. Why?","https://www.quora.com/A-balance-sheet-is-a-static-statement-Why","Balance Sheets, Accounting, Finance","2","3","338"
"When a product, for example, a shirt is bought online, does the accounting software of the business automatically update this transaction/increase in cash decrease in ""shirts""?","https://www.quora.com/unanswered/When-a-product-for-example-a-shirt-is-bought-online-does-the-accounting-software-of-the-business-automatically-update-this-transaction-increase-in-cash-decrease-in-shirts","Accounting Software, T-Shirts, Accounting, Clothing and Apparel, Software and Applications, E-Commerce, Business","0","1","299"
"If a credit card holder has a balance of $5K of which $4K is high APR cash advances, and pays minimum payment including all interest, how could the cash advance balance, at the higher APR, grow to $4800 over the course of 2 years?","https://www.quora.com/If-a-credit-card-holder-has-a-balance-of-5K-of-which-4K-is-high-APR-cash-advances-and-pays-minimum-payment-including-all-interest-how-could-the-cash-advance-balance-at-the-higher-APR-grow-to-4800-over-the-course-of","Annual Percentage Rate (banking), Interest Rates, Credit, Accounting, Credit Cards, Personal Finance, Finance, Banking","0","2","232"
"Could a History B.A. be beneficial to any field in accounting?","https://www.quora.com/Could-a-History-B-A-be-beneficial-to-any-field-in-accounting","Bachelor of Arts Degrees in History, History (college major), Jobs and Careers in Accounting, Accountants, Bachelor of Arts Degrees, Accounting, History, Jobs and Careers, Career Advice","2","1","342"
"Could I pay someone else to do my full time job for me?","https://www.quora.com/Could-I-pay-someone-else-to-do-my-full-time-job-for-me","Part-Time Jobs, Accounting, Job Search Advice, Startup Founders and Entrepreneurs, Job Searches, Salaries and Wages, Startup Strategy, Business, Jobs and Careers, Career Advice","0","4","712"
"What are the current job opportunities and salary band for an Indian chartered accountant with nearly three and a half years of experience in Canada?","https://www.quora.com/What-are-the-current-job-opportunities-and-salary-band-for-an-Indian-chartered-accountant-with-nearly-three-and-a-half-years-of-experience-in-Canada","Accountants, Jobs and Careers in Canada, Job Opportunities, Accounting, Salaries for Specific Jobs and Careers, Chartered Accountants (CA), Canada, Salaries and Wages, Jobs and Careers, Career Advice","3","1","223"
"Who is the best chartered accountant to file income tax returns in Bangalore?","https://www.quora.com/Who-is-the-best-chartered-accountant-to-file-income-tax-returns-in-Bangalore","Income Tax Returns, Accountants, Income Tax Policy, Tax Law, Accounting, Income Taxes, Chartered Accountants (CA), Bengaluru, Karnataka, India, Tax Policy, Taxes","2","1","390"
"What is the proper way to account for a state payroll tax obligation from Q4 2017, but wasn't paid until Q1 2019 due to a payroll company error? Should it just sit in taxes payable account, or is there another way to ""match-up"" the obligation?","https://www.quora.com/What-is-the-proper-way-to-account-for-a-state-payroll-tax-obligation-from-Q4-2017-but-wasnt-paid-until-Q1-2019-due-to-a-payroll-company-error-Should-it-just-sit-in-taxes-payable-account-or-is-there-another-way-to","Payroll Taxes, Accounts Payable, Payroll, Taxes in the United States of America, Accounting, Taxes","2","1","587"
"Why are ACCA affiliates and members generally better groomed (both personally and technically) than their CA Pakistan counterparts? Why are they better equipped in using Excell, power point (have better typing skills) and other accounting softwares?","https://www.quora.com/unanswered/Why-are-ACCA-affiliates-and-members-generally-better-groomed-both-personally-and-technically-than-their-CA-Pakistan-counterparts-Why-are-they-better-equipped-in-using-Excell-power-point-have-better-typing-skills-and","Association of Chartered Certified Accountants (ACCA), Accounting, Chartered Accountants (CA)","0","2","327"
"Are accountants in demand?","https://www.quora.com/unanswered/Are-accountants-in-demand","Supply and Demand (economics), Accountants, Accounting, Jobs and Careers","0","3","332"
"Is a CPA better than an MBA to pursue for chartered accountants?","https://www.quora.com/Is-a-CPA-better-than-an-MBA-to-pursue-for-chartered-accountants","The Practice of Accounting, Certified Public Accountants (CPA), The Institute of Chartered Accountants of India (ICAI), Accountants, Accounting, Chartered Accountants (CA), Master of Business Administration Degrees, Academic and Educational Advice, Career Advice","2","3","326"
"How would you perceive an online MS in professional accounting from Colorado State University-Global Campus? Would you consider hiring someone with this degree?","https://www.quora.com/How-would-you-perceive-an-online-MS-in-professional-accounting-from-Colorado-State-University-Global-Campus-Would-you-consider-hiring-someone-with-this-degree","Colorado State University, Accounting, Hiring, Recruiting, Master's Programs, Higher Education, Colleges and Universities, Jobs and Careers","1","1","265"
"Can I do Simandhar CPA class from Assam?","https://www.quora.com/unanswered/Can-I-do-Simandhar-CPA-class-from-Assam","Assam, India, Certified Public Accountants (CPA), Accounting","0","0","119"
"What is some financial advice you have for those trying to build savings, beyond the typical cut this expense or that expense?","https://www.quora.com/What-is-some-financial-advice-you-have-for-those-trying-to-build-savings-beyond-the-typical-cut-this-expense-or-that-expense","Expenses, Financial Planning, Saving Money and Being Thrifty, Financial Advice, Personal Savings, Personal Finance Advice, Accounting, Advice, Personal Finance, Finance","3","1","1,477"
"How can a fresher get a job with a diploma in accounting and taxation in Brampton?","https://www.quora.com/unanswered/How-can-a-fresher-get-a-job-with-a-diploma-in-accounting-and-taxation-in-Brampton","Brampton, ON, Freshers (new graduates), Accounting, Job Searches, Jobs and Careers, Career Advice","0","1","224"
"How does technology impact accounting?","https://www.quora.com/unanswered/How-does-technology-impact-accounting","Accounting, Technology","0","2","405"
"Which skills should I develop to become a successful chartered accountant?","https://www.quora.com/Which-skills-should-I-develop-to-become-a-successful-chartered-accountant","The Institute of Chartered Accountants of India (ICAI), Accountants, Accounting, Skills, Chartered Accountants (CA), Career Advice","1","7","657"
"Why do you need a pro forma invioce?","https://www.quora.com/unanswered/Why-do-you-need-a-pro-forma-invioce","Pro Forma, Invoices, Accounting","0","2","445"
"What IT related course can you take up after completing a BA honours in accounting and finance with ACCA?","https://www.quora.com/What-IT-related-course-can-you-take-up-after-completing-a-BA-honours-in-accounting-and-finance-with-ACCA","Association of Chartered Certified Accountants (ACCA), Bachelor of Arts Degrees, Accounting, Finance, College Advice, Career Advice","1","3","212"
"When insurance premium is paid on 1 October 2015, and the accounting period ends on 31 Dec 2016, what is the accounting treatment?","https://www.quora.com/When-insurance-premium-is-paid-on-1-October-2015-and-the-accounting-period-ends-on-31-Dec-2016-what-is-the-accounting-treatment","Insurance Premiums, Financial Accounting, Accountants, Accounting, Insurance","1","1","239"
"For an investment firm, are not the 'Assets' under management technically 'liabilities', since that is the customer's money that needs to be paid back?","https://www.quora.com/For-an-investment-firm-are-not-the-Assets-under-management-technically-liabilities-since-that-is-the-customers-money-that-needs-to-be-paid-back","Investment Firm, Liability, Asset Management, Assets, Investment Banking, Accounting, Finance, Law, Investing, Money","5","1","602"
"Does passing financial reporting (F7) give an exemption from the ACCA IFRS diploma?","https://www.quora.com/Does-passing-financial-reporting-F7-give-an-exemption-from-the-ACCA-IFRS-diploma","International Financial Reporting Standards, Association of Chartered Certified Accountants (ACCA), Diplomas and Degrees, Accounting, Chartered Accountants (CA)","1","1","176"
"What accounting service are you using for your business? I recommend KDB Consultancy.","https://www.quora.com/unanswered/What-accounting-service-are-you-using-for-your-business-I-recommend-KDB-Consultancy","Business Consultant, Accounting Software, Consulting Firms, Management Consulting, Consulting, Accounting, Small Businesses, Entrepreneurship, Startup Strategy, Business","0","1","209"
"What is the scope of growth if I join an accountant job in Patna?","https://www.quora.com/unanswered/What-is-the-scope-of-growth-if-I-join-an-accountant-job-in-Patna","Jobs and Careers in Accounting, Career Growth, Patna, Bihar, India, Accountants, Jobs and Careers in India, Accounting, Job Searches, Jobs and Careers, Career Advice","0","1","319"
"How can I accrue an expense?","https://www.quora.com/How-can-I-accrue-an-expense","Expense Reports and Personal Business Expenses, Expenses, Financial Accounting, Accounting, Personal Finance, Finance","1","1","282"
"How many paper exemptions can a qualified CS get in an ACCA?","https://www.quora.com/How-many-paper-exemptions-can-a-qualified-CS-get-in-an-ACCA","The Institute of Company Secretaries of India (ICSI), Company Secretaries (Indian occupation), Association of Chartered Certified Accountants (ACCA), Accounting, Chartered Accountants (CA)","1","3","430"
"What is the present value of the following cash flow stream at a rate of 8.0%?","https://www.quora.com/unanswered/What-is-the-present-value-of-the-following-cash-flow-stream-at-a-rate-of-8-0","Cashflow, Valuations (finance), Accounting, Finance, Economics","0","1","417"
"I have a small business and I cannot afford an accountant. I can hire an intern and ask them to learn a tool. Is there any inexpensive software which can help me?","https://www.quora.com/I-have-a-small-business-and-I-cannot-afford-an-accountant-I-can-hire-an-intern-and-ask-them-to-learn-a-tool-Is-there-any-inexpensive-software-which-can-help-me","Accounting Software, Accountants, Small Business Advice, Accounting, Hiring, Small Businesses, Software and Applications, Startup Strategy, Personal Question","2","2","361"
"How can you prepare a balance sheet for income tax filing in India?","https://www.quora.com/How-can-you-prepare-a-balance-sheet-for-income-tax-filing-in-India","Balance Sheets, Income Tax in India, Taxes in India, Tax Law, Accounting, Income Taxes, Tax Policy, Taxes, Finance, India","0","1","944"
"Why are losses prior to incorporation transferred to goodwill accounts?","https://www.quora.com/Why-are-losses-prior-to-incorporation-transferred-to-goodwill-accounts","Goodwill (accounting), Accounting","1","1","89"
"Which of these would appear as a current liability in the balance sheet, wages due, rent receivables due, insurance premium paid in advance or advertising charges carried forward?","https://www.quora.com/Which-of-these-would-appear-as-a-current-liability-in-the-balance-sheet-wages-due-rent-receivables-due-insurance-premium-paid-in-advance-or-advertising-charges-carried-forward","Balance Sheets, Liability, Accounting, Finance","1","1","368"
"How can I write the double entry for purchase return to creditors?","https://www.quora.com/How-can-I-write-the-double-entry-for-purchase-return-to-creditors","Accounting, Writing","1","0","145"
"What are the scopes after pursuing certification courses from the Institute of Internal Auditors (IAA) India along with the degree course Chartered Accountancy?","https://www.quora.com/unanswered/What-are-the-scopes-after-pursuing-certification-courses-from-the-Institute-of-Internal-Auditors-IAA-India-along-with-the-degree-course-Chartered-Accountancy","Accountants, Certifications, Professional Certifications, Accounting, Chartered Accountants (CA), Educational Courses, India, College Advice, Jobs and Careers, Career Advice","0","3","373"
"Why has India not adopted IFRS directly instead of Ind-AS?","https://www.quora.com/unanswered/Why-has-India-not-adopted-IFRS-directly-instead-of-Ind-AS","Indian Accounting Standards, International Financial Reporting Standards, Accounting, India","0","1","190"
"What are the best books for learning the entire IFRS, IND-AS, and GAAP in detail?","https://www.quora.com/unanswered/What-are-the-best-books-for-learning-the-entire-IFRS-IND-AS-and-GAAP-in-detail","Indian Accounting Standards, International Financial Reporting Standards, Generally Accepted Accounting Principles, Financial Accounting, The Institute of Chartered Accountants of India (ICAI), Accounting, Chartered Accountants (CA), Learning, Book Recommendations, Books","0","2","528"
"What is the procedure to enroll for Canada CPA for an ACCA member who cleared ACCA through exemptions (9 out of 13 papers exempted) based on her Indian CA qualification?","https://www.quora.com/unanswered/What-is-the-procedure-to-enroll-for-Canada-CPA-for-an-ACCA-member-who-cleared-ACCA-through-exemptions-9-out-of-13-papers-exempted-based-on-her-Indian-CA-qualification","Association of Chartered Certified Accountants (ACCA), Certified Public Accountants (CPA), Accounting, Chartered Accountants (CA)","0","0","181"
"As a chartered accountant, what lessons do you want to teach me?","https://www.quora.com/unanswered/As-a-chartered-accountant-what-lessons-do-you-want-to-teach-me","Lessons, Accountants, Accounting, Chartered Accountants (CA), Important Life Lessons","0","15","715"
"As a chartered accountant, what tricks and tips do you want to teach me?","https://www.quora.com/As-a-chartered-accountant-what-tricks-and-tips-do-you-want-to-teach-me","Accountants, Accounting, Tips and Hacks, Chartered Accountants (CA)","2","5","8,190"
"What is the expected salary for a fresher Indian chartered accountant in Dubai?","https://www.quora.com/What-is-the-expected-salary-for-a-fresher-Indian-chartered-accountant-in-Dubai","Career Advice in Dubai, United Arab Emirates, Jobs and Careers in Dubai, United Arab Emirates, Accountants, Dubai, United Arab Emirates, Accounting, Salaries for Specific Jobs and Careers, Chartered Accountants (CA), Salaries and Wages, Jobs and Careers, Career Advice","1","5","435"
"How difficult is it to pass the Econ 10A as a pre-major economics and accounting transfer student?","https://www.quora.com/How-difficult-is-it-to-pass-the-Econ-10A-as-a-pre-major-economics-and-accounting-transfer-student","University of California, Santa Barbara, College and University Majors, Accounting, Economics","1","1","191"
"Is there any difference between a BBA in management and a BBA in accounting? Which one should I choose?","https://www.quora.com/Is-there-any-difference-between-a-BBA-in-management-and-a-BBA-in-accounting-Which-one-should-I-choose","Bachelor of Business Administration Advice, Bachelor of Business Administration Degrees, Accounting, Academic and Educational Advice, Higher Education, Education, College Advice, Career Advice","1","2","307"
"The cost price of an article is 50% of the selling price. What is the profit or loss percent?","https://www.quora.com/The-cost-price-of-an-article-is-50-of-the-selling-price-What-is-the-profit-or-loss-percent","Selling Price, Profit and Loss, Prices, Profitability, Pricing, Accounting, Sales, Costs, Business, Mathematics","2","4","982"
"What are the advantages of rental accounting?","https://www.quora.com/unanswered/What-are-the-advantages-of-rental-accounting","Real Estate Rentals, Accounting","0","1","180"
"What are the generally accepted accounting principles of GAAP?","https://www.quora.com/unanswered/What-are-the-generally-accepted-accounting-principles-of-GAAP","Generally Accepted Accounting Principles, Financial Accounting, Accounting","0","2","268"
"How do you number fixed assets?","https://www.quora.com/How-do-you-number-fixed-assets","Assets, Accounting, Finance","0","1","402"
"Do I need to depreciate my security deposit of rent for the next 10 years?","https://www.quora.com/Do-I-need-to-depreciate-my-security-deposit-of-rent-for-the-next-10-years","Security Deposits, Association of Chartered Certified Accountants (ACCA), Real Estate Rentals, Rent, User Accounts, Apartment Rentals, Accounting, Chartered Accountants (CA)","0","2","356"
"Is it possible to find an accounting job in Canada holding an online diploma?","https://www.quora.com/Is-it-possible-to-find-an-accounting-job-in-Canada-holding-an-online-diploma","Jobs and Careers in Canada, Diplomas and Degrees, Accounting, Canada, Job Searches, Jobs and Careers, Career Advice","1","1","209"
"Where do I find a Swiggy annual report or their financial statements?","https://www.quora.com/unanswered/Where-do-I-find-a-Swiggy-annual-report-or-their-financial-statements","Financial Reports, Annual Reports, Financial Reporting, Financial Statements, Swiggy (company), Cashflow, Financial Accounting, Accounting, Finance","0","2","187"
"What salary is going to be in an industry such as a cashier manager accountant?","https://www.quora.com/unanswered/What-salary-is-going-to-be-in-an-industry-such-as-a-cashier-manager-accountant","Accountants, Accounting, Salaries and Wages, Jobs and Careers, Career Advice","0","1","186"
"What is the percentage of mathematics in/involved in accounting because of work in colleges?","https://www.quora.com/unanswered/What-is-the-percentage-of-mathematics-in-involved-in-accounting-because-of-work-in-colleges","Financial Accounting, Accounting, Mathematics Education, The College and University Experience, Work, Colleges and Universities, Mathematics, College Advice, Jobs and Careers, Career Advice","0","1","428"
"Where can I learn accounting for managerial decisions for SYBMS semester 3 online for free?","https://www.quora.com/unanswered/Where-can-I-learn-accounting-for-managerial-decisions-for-SYBMS-semester-3-online-for-free","Managerial Accounting, Online Courses, Educational Resources, Accounting, Management, E-learning, Free Products, Learning New Things, Learning, Education","0","1","53"
"Do accountants tend to be frugal when spending their own money?","https://www.quora.com/Do-accountants-tend-to-be-frugal-when-spending-their-own-money","Expenses, Certified Public Accountants (CPA), Accountants, Spending Money, Saving Money and Being Thrifty, Personal Savings, Accounting, Personal Finance, Money","4","1","391"
"How do you settle a reverse mortgage when the reverse mortgage finance company refuses to talk and won't provide a full accounting?","https://www.quora.com/How-do-you-settle-a-reverse-mortgage-when-the-reverse-mortgage-finance-company-refuses-to-talk-and-wont-provide-a-full-accounting","Reverse Mortgages, Mortgage Brokers, Home Mortgages, Mortgages, Accounting, Loans, Real Estate, Personal Finance, Finance","1","1","251"
"How is it possible that EPS is increasing but cash flow from operations is decreasing?","https://www.quora.com/How-is-it-possible-that-EPS-is-increasing-but-cash-flow-from-operations-is-decreasing","Discounted Cash Flow, Corporate Finance, Cashflow, Financial Accounting, Accounting, Finance, Business, Investing","3","1","195"
"What is included on a profit and loss statement?","https://www.quora.com/What-is-included-on-a-profit-and-loss-statement","Profit and Loss Statements (P&L), Balance Sheets, Profit Margins, Profitability, Accounting","1","1","209"
"A stock market pundit recently said that WeWork is known to have “fuzzy” accounting; what exactly did he mean?","https://www.quora.com/A-stock-market-pundit-recently-said-that-WeWork-is-known-to-have-fuzzy-accounting-what-exactly-did-he-mean","WeWork (company), Financial Accounting, Chartered Financial Analysts (CFA), Stock Trading, Accounting, Investing in the Stock Market, Trading (finance), Stocks (finance), Stock Markets, Finance, Investing","1","5","511"
"What is a purchase discount in accounting?","https://www.quora.com/What-is-a-purchase-discount-in-accounting","Accounting Software, Financial Accounting, Discounts, Accounting, Chartered Accountants (CA)","0","1","227"
"Is CA and ACCA a good combination? What salary can we expect after completing both the courses?","https://www.quora.com/Is-CA-and-ACCA-a-good-combination-What-salary-can-we-expect-after-completing-both-the-courses","Association of Chartered Certified Accountants (ACCA), Accounting, Chartered Accountants (CA), Salaries and Wages, Jobs and Careers, Career Advice","0","5","635"
"Do you regret taking accounting as a degree?","https://www.quora.com/Do-you-regret-taking-accounting-as-a-degree","Accounting (college major), Accountants, College and University Majors, Diplomas and Degrees, Accounting, College Advice, Jobs and Careers, Survey Question, Career Advice","2","1","745"
"Does one have to be really good with numbers to become a chartered accountant? Is excelling in tax law enough while being okay with the auditing part?","https://www.quora.com/Does-one-have-to-be-really-good-with-numbers-to-become-a-chartered-accountant-Is-excelling-in-tax-law-enough-while-being-okay-with-the-auditing-part","Auditing, Accountants, Tax Law, Accounting, Chartered Accountants (CA), Career Advice","2","1","701"
"Why are there questions surrounding General Electric (GE) accounting practices?","https://www.quora.com/Why-are-there-questions-surrounding-General-Electric-GE-accounting-practices","General Electric (company), Certified Public Accountants (CPA), Financial Accounting, Accounting, Finance","1","1","141"
"Can I do an MCom with ACCA? If yes, what are the colleges which provide both the courses simultaneously?","https://www.quora.com/Can-I-do-an-MCom-with-ACCA-If-yes-what-are-the-colleges-which-provide-both-the-courses-simultaneously","Master of Commerce, Association of Chartered Certified Accountants (ACCA), Accounting, College Advice","0","1","181"
"Accountants, do you sometimes feel like a beleaguered parent trying to get your child to do their work on time?","https://www.quora.com/unanswered/Accountants-do-you-sometimes-feel-like-a-beleaguered-parent-trying-to-get-your-child-to-do-their-work-on-time","Tax Advice, Accountants, Accounting, Income Taxes","0","1","280"
"What is the journal entry of interest on drawing?","https://www.quora.com/unanswered/What-is-the-journal-entry-of-interest-on-drawing","Journal Entries, Diaries and Journals, Drawings, Accounting","0","1","365"
"Why should BBA students learn financial accounting?","https://www.quora.com/unanswered/Why-should-BBA-students-learn-financial-accounting","Bachelor of Business Administration Advice, Financial Accounting, Bachelor of Business Administration Degrees, Accounting, Learning, Finance, Education","0","1","301"
"Why should you provide depreciation for fixed assets?","https://www.quora.com/Why-should-you-provide-depreciation-for-fixed-assets","Depreciation, Assets, Accounting, Finance","4","2","272"
"From a company's financial statements, how can I tell if they use hedge accounting or regular accounting?","https://www.quora.com/From-a-companys-financial-statements-how-can-I-tell-if-they-use-hedge-accounting-or-regular-accounting","Financial Statements, Financial Accounting, Accounting, Finance","2","1","303"
"How does Python help a USCPA certified accountant?","https://www.quora.com/unanswered/How-does-Python-help-a-USCPA-certified-accountant","Certified Public Accountants (CPA), Accountants, Accounting, Python (programming language), Computer Programming","0","1","13"
"What is a standard presumptive value?","https://www.quora.com/What-is-a-standard-presumptive-value","Standard Deviation (statistics), Value (economics), Values and Principles, Macroeconomics, Accounting, Statistics (academic discipline), Finance, Economics, Numbers (mathematics), Mathematics","1","1","406"
"What kind of company is BDO?","https://www.quora.com/unanswered/What-kind-of-company-is-BDO","BDO, Company Names, Accounting, Startups, Companies, Entrepreneurship, Startup Strategy, Business, Jobs and Careers, Career Advice","0","1","690"
"I have no knowledge of accounting and financial statement analysis. Should I attempt CFA?","https://www.quora.com/I-have-no-knowledge-of-accounting-and-financial-statement-analysis-Should-I-attempt-CFA","Financial Statements, CFA Level 1, CFA Institute, Financial Accounting, Chartered Financial Analysts (CFA), Accounting, Chartered Accountants (CA), Finance, Personal Question","1","4","571"
